,class,count,sum,aspect,elevation_below,year_month,season,percent_snow_cover,km2_snow,km2_all,year,month
25,225_2500,22701,16285,225,2500,2018-05,2017,0.7173692788863927,162.85000000000002,227.01000000000005,2018,05
26,270_3500,2746,2323,270,3500,2018-05,2017,0.8459577567370721,23.230000000000004,27.460000000000004,2018,05
27,315_3500,3532,3118,315,3500,2018-05,2017,0.8827859569648924,31.180000000000007,35.32000000000001,2018,05
28,45_2000,32185,12932,45,2000,2018-05,2017,0.4018020817150847,129.32000000000002,321.8500000000001,2018,05
29,90_3000,13201,11448,90,3000,2018-05,2017,0.8672070297704719,114.48000000000002,132.01000000000002,2018,05
30,180_3500,2232,1881,180,3500,2018-05,2017,0.842741935483871,18.810000000000002,22.320000000000004,2018,05
31,0_4500,0,0,0,4500,2018-05,2017,,0.0,0.0,2018,05
32,135_4000,14,10,135,4000,2018-05,2017,0.7142857142857143,0.10000000000000002,0.14,2018,05
33,90_2500,27594,20239,90,2500,2018-05,2017,0.7334565485250417,202.39000000000004,275.94000000000005,2018,05
34,135_2500,26251,18719,135,2500,2018-05,2017,0.7130775970439222,187.19000000000003,262.51000000000005,2018,05
35,315_2000,39226,11091,315,2000,2018-05,2017,0.2827461377657676,110.91000000000003,392.2600000000001,2018,05
36,0_2000,35456,14159,0,2000,2018-05,2017,0.3993400270758123,141.59000000000003,354.56000000000006,2018,05
37,270_4500,0,0,270,4500,2018-05,2017,,0.0,0.0,2018,05
38,315_4500,0,0,315,4500,2018-05,2017,,0.0,0.0,2018,05
39,225_3500,2280,1950,225,3500,2018-05,2017,0.8552631578947368,19.500000000000004,22.800000000000004,2018,05
40,90_4000,20,15,90,4000,2018-05,2017,0.75,0.15000000000000002,0.20000000000000004,2018,05
41,270_2000,35246,5818,270,2000,2018-05,2017,0.16506837655336776,58.180000000000014,352.4600000000001,2018,05
42,315_1500,63820,359,315,1500,2018-05,2017,0.005625195863365716,3.5900000000000007,638.2000000000002,2018,05
43,180_2000,33139,6796,180,2000,2018-05,2017,0.20507559069374454,67.96000000000001,331.39000000000004,2018,05
44,180_4500,0,0,180,4500,2018-05,2017,,0.0,0.0,2018,05
45,45_3500,3164,2804,45,3500,2018-05,2017,0.8862199747155499,28.040000000000006,31.640000000000008,2018,05
46,0_1500,65477,601,0,1500,2018-05,2017,0.009178795607617942,6.010000000000002,654.7700000000001,2018,05
47,270_1500,49944,181,270,1500,2018-05,2017,0.003624058946019542,1.8100000000000003,499.4400000000001,2018,05
48,90_3500,2915,2606,90,3500,2018-05,2017,0.8939965694682676,26.060000000000006,29.150000000000006,2018,05
49,135_3500,2452,2251,135,3500,2018-05,2017,0.918026101141925,22.510000000000005,24.520000000000003,2018,05
50,315_3000,15789,13838,315,3000,2018-05,2017,0.8764329596554563,138.38000000000002,157.89000000000004,2018,05
51,0_3000,15932,14964,0,3000,2018-05,2017,0.939241777554607,149.64000000000004,159.32000000000002,2018,05
52,225_2000,27108,4238,225,2000,2018-05,2017,0.1563376125129113,42.38000000000001,271.08000000000004,2018,05
53,270_3000,14820,12394,270,3000,2018-05,2017,0.8363022941970311,123.94000000000003,148.20000000000002,2018,05
54,45_4000,7,7,45,4000,2018-05,2017,1.0,0.07,0.07,2018,05
55,225_4500,0,0,225,4500,2018-05,2017,,0.0,0.0,2018,05
0,180_3000,11089,8443,180,3000,2018-06,2017,0.7613851564613581,84.43000000000002,110.89000000000001,2018,06
1,45_2500,26276,14244,45,2500,2018-06,2017,0.5420916425635561,142.44000000000003,262.76000000000005,2018,06
2,0_2500,26644,14522,0,2500,2018-06,2017,0.5450382825401592,145.22000000000003,266.44000000000005,2018,06
3,180_1500,60409,99,180,1500,2018-06,2017,0.0016388286513598967,0.9900000000000002,604.0900000000001,2018,06
4,135_2000,35129,2757,135,2000,2018-06,2017,0.07848216573201629,27.570000000000004,351.2900000000001,2018,06
5,0_4000,20,18,0,4000,2018-06,2017,0.9,0.18000000000000005,0.20000000000000004,2018,06
6,225_3000,12675,9176,225,3000,2018-06,2017,0.7239447731755424,91.76000000000002,126.75000000000003,2018,06
7,315_4000,25,24,315,4000,2018-06,2017,0.96,0.24000000000000005,0.25000000000000006,2018,06
8,135_4500,0,0,135,4500,2018-06,2017,,0.0,0.0,2018,06
9,90_4500,0,0,90,4500,2018-06,2017,,0.0,0.0,2018,06
10,225_1500,46051,38,225,1500,2018-06,2017,0.0008251720918112527,0.38000000000000006,460.5100000000001,2018,06
11,90_2000,34105,3258,90,2000,2018-06,2017,0.09552851488051606,32.580000000000005,341.05000000000007,2018,06
12,270_2500,30397,8420,270,2500,2018-06,2017,0.277001019837484,84.20000000000002,303.9700000000001,2018,06
13,315_2500,30520,12259,315,2500,2018-06,2017,0.40167103538663174,122.59000000000002,305.20000000000005,2018,06
14,45_3000,14562,11578,45,3000,2018-06,2017,0.7950830929817333,115.78000000000003,145.62000000000003,2018,06
15,270_4000,15,14,270,4000,2018-06,2017,0.9333333333333333,0.14,0.15000000000000002,2018,06
16,180_4000,14,12,180,4000,2018-06,2017,0.8571428571428571,0.12000000000000002,0.14,2018,06
17,45_1500,51376,142,45,1500,2018-06,2017,0.0027639364683899096,1.4200000000000004,513.7600000000001,2018,06
18,180_2500,23532,11200,180,2500,2018-06,2017,0.47594764575896653,112.00000000000003,235.32000000000005,2018,06
19,135_1500,59707,133,135,1500,2018-06,2017,0.002227544509019043,1.3300000000000003,597.0700000000002,2018,06
20,0_3500,3387,3126,0,3500,2018-06,2017,0.9229406554472985,31.260000000000005,33.870000000000005,2018,06
21,225_4000,9,6,225,4000,2018-06,2017,0.6666666666666666,0.06000000000000001,0.09000000000000002,2018,06
22,90_1500,49408,139,90,1500,2018-06,2017,0.002813309585492228,1.3900000000000003,494.0800000000001,2018,06
23,135_3000,12382,9662,135,3000,2018-06,2017,0.7803262800839929,96.62000000000002,123.82000000000002,2018,06
24,45_4500,0,0,45,4500,2018-06,2017,,0.0,0.0,2018,06
25,225_2500,22701,8376,225,2500,2018-06,2017,0.3689705299326021,83.76000000000002,227.01000000000005,2018,06
26,270_3500,2746,2159,270,3500,2018-06,2017,0.7862345229424618,21.590000000000003,27.460000000000004,2018,06
27,315_3500,3532,2981,315,3500,2018-06,2017,0.8439977349943375,29.810000000000006,35.32000000000001,2018,06
28,45_2000,32185,4039,45,2000,2018-06,2017,0.12549324219356844,40.39000000000001,321.8500000000001,2018,06
29,90_3000,13201,9616,90,3000,2018-06,2017,0.7284296644193622,96.16000000000003,132.01000000000002,2018,06
30,180_3500,2232,1749,180,3500,2018-06,2017,0.7836021505376344,17.490000000000002,22.320000000000004,2018,06
31,0_4500,0,0,0,4500,2018-06,2017,,0.0,0.0,2018,06
32,135_4000,14,11,135,4000,2018-06,2017,0.7857142857142857,0.11000000000000001,0.14,2018,06
33,90_2500,27594,10891,90,2500,2018-06,2017,0.3946872508516344,108.91000000000003,275.94000000000005,2018,06
34,135_2500,26251,11341,135,2500,2018-06,2017,0.4320216372709611,113.41000000000003,262.51000000000005,2018,06
35,315_2000,39226,2051,315,2000,2018-06,2017,0.05228674858512211,20.510000000000005,392.2600000000001,2018,06
36,0_2000,35456,3031,0,2000,2018-06,2017,0.08548623646209386,30.310000000000006,354.56000000000006,2018,06
37,270_4500,0,0,270,4500,2018-06,2017,,0.0,0.0,2018,06
38,315_4500,0,0,315,4500,2018-06,2017,,0.0,0.0,2018,06
39,225_3500,2280,1779,225,3500,2018-06,2017,0.7802631578947369,17.790000000000003,22.800000000000004,2018,06
40,90_4000,20,13,90,4000,2018-06,2017,0.65,0.13000000000000003,0.20000000000000004,2018,06
41,270_2000,35246,1246,270,2000,2018-06,2017,0.035351529251546276,12.460000000000003,352.4600000000001,2018,06
42,315_1500,63820,48,315,1500,2018-06,2017,0.0007521153243497336,0.4800000000000001,638.2000000000002,2018,06
43,180_2000,33139,2519,180,2000,2018-06,2017,0.07601315670358189,25.190000000000005,331.39000000000004,2018,06
44,180_4500,0,0,180,4500,2018-06,2017,,0.0,0.0,2018,06
45,45_3500,3164,2655,45,3500,2018-06,2017,0.8391276864728192,26.550000000000004,31.640000000000008,2018,06
46,0_1500,65477,55,0,1500,2018-06,2017,0.000839989614673855,0.5500000000000002,654.7700000000001,2018,06
47,270_1500,49944,21,270,1500,2018-06,2017,0.0004204709274387314,0.21000000000000005,499.4400000000001,2018,06
48,90_3500,2915,2405,90,3500,2018-06,2017,0.8250428816466552,24.050000000000004,29.150000000000006,2018,06
49,135_3500,2452,2115,135,3500,2018-06,2017,0.8625611745513866,21.150000000000006,24.520000000000003,2018,06
50,315_3000,15789,12102,315,3000,2018-06,2017,0.7664829944898347,121.02000000000002,157.89000000000004,2018,06
51,0_3000,15932,13981,0,3000,2018-06,2017,0.8775420537283455,139.81000000000003,159.32000000000002,2018,06
52,225_2000,27108,1122,225,2000,2018-06,2017,0.041389995573262506,11.220000000000002,271.08000000000004,2018,06
53,270_3000,14820,9764,270,3000,2018-06,2017,0.6588394062078272,97.64000000000001,148.20000000000002,2018,06
54,45_4000,7,5,45,4000,2018-06,2017,0.7142857142857143,0.05000000000000001,0.07,2018,06
55,225_4500,0,0,225,4500,2018-06,2017,,0.0,0.0,2018,06
0,180_3000,11089,5872,180,3000,2018-07,2017,0.5295337722066913,58.72000000000001,110.89000000000001,2018,07
1,45_2500,26276,6880,45,2500,2018-07,2017,0.26183589587456235,68.80000000000001,262.76000000000005,2018,07
2,0_2500,26644,6311,0,2500,2018-07,2017,0.23686383425912025,63.110000000000014,266.44000000000005,2018,07
3,180_1500,60409,0,180,1500,2018-07,2017,0.0,0.0,604.0900000000001,2018,07
4,135_2000,35129,389,135,2000,2018-07,2017,0.011073472060121266,3.8900000000000006,351.2900000000001,2018,07
5,0_4000,20,17,0,4000,2018-07,2017,0.85,0.17000000000000004,0.20000000000000004,2018,07
6,225_3000,12675,5600,225,3000,2018-07,2017,0.4418145956607495,56.000000000000014,126.75000000000003,2018,07
7,315_4000,25,24,315,4000,2018-07,2017,0.96,0.24000000000000005,0.25000000000000006,2018,07
8,135_4500,0,0,135,4500,2018-07,2017,,0.0,0.0,2018,07
9,90_4500,0,0,90,4500,2018-07,2017,,0.0,0.0,2018,07
10,225_1500,46051,0,225,1500,2018-07,2017,0.0,0.0,460.5100000000001,2018,07
11,90_2000,34105,537,90,2000,2018-07,2017,0.015745491863363142,5.370000000000001,341.05000000000007,2018,07
12,270_2500,30397,2895,270,2500,2018-07,2017,0.09523966180873113,28.950000000000006,303.9700000000001,2018,07
13,315_2500,30520,4319,315,2500,2018-07,2017,0.1415137614678899,43.19000000000001,305.20000000000005,2018,07
14,45_3000,14562,7796,45,3000,2018-07,2017,0.5353660211509408,77.96000000000002,145.62000000000003,2018,07
15,270_4000,15,12,270,4000,2018-07,2017,0.8,0.12000000000000002,0.15000000000000002,2018,07
16,180_4000,14,12,180,4000,2018-07,2017,0.8571428571428571,0.12000000000000002,0.14,2018,07
17,45_1500,51376,1,45,1500,2018-07,2017,1.9464341326689506e-05,0.010000000000000002,513.7600000000001,2018,07
18,180_2500,23532,5897,180,2500,2018-07,2017,0.2505949345571987,58.97000000000001,235.32000000000005,2018,07
19,135_1500,59707,0,135,1500,2018-07,2017,0.0,0.0,597.0700000000002,2018,07
20,0_3500,3387,2938,0,3500,2018-07,2017,0.8674343076468851,29.380000000000006,33.870000000000005,2018,07
21,225_4000,9,6,225,4000,2018-07,2017,0.6666666666666666,0.06000000000000001,0.09000000000000002,2018,07
22,90_1500,49408,0,90,1500,2018-07,2017,0.0,0.0,494.0800000000001,2018,07
23,135_3000,12382,6089,135,3000,2018-07,2017,0.49176223550314974,60.890000000000015,123.82000000000002,2018,07
24,45_4500,0,0,45,4500,2018-07,2017,,0.0,0.0,2018,07
25,225_2500,22701,3974,225,2500,2018-07,2017,0.17505836747279854,39.74000000000001,227.01000000000005,2018,07
26,270_3500,2746,1785,270,3500,2018-07,2017,0.6500364166059723,17.850000000000005,27.460000000000004,2018,07
27,315_3500,3532,2671,315,3500,2018-07,2017,0.7562287655719139,26.710000000000004,35.32000000000001,2018,07
28,45_2000,32185,604,45,2000,2018-07,2017,0.018766506136398943,6.040000000000001,321.8500000000001,2018,07
29,90_3000,13201,5314,90,3000,2018-07,2017,0.40254526172259675,53.14000000000001,132.01000000000002,2018,07
30,180_3500,2232,1480,180,3500,2018-07,2017,0.6630824372759857,14.800000000000002,22.320000000000004,2018,07
31,0_4500,0,0,0,4500,2018-07,2017,,0.0,0.0,2018,07
32,135_4000,14,10,135,4000,2018-07,2017,0.7142857142857143,0.10000000000000002,0.14,2018,07
33,90_2500,27594,5231,90,2500,2018-07,2017,0.18957019641951148,52.31000000000001,275.94000000000005,2018,07
34,135_2500,26251,6122,135,2500,2018-07,2017,0.23321016342234582,61.22000000000001,262.51000000000005,2018,07
35,315_2000,39226,295,315,2000,2018-07,2017,0.007520522102686993,2.9500000000000006,392.2600000000001,2018,07
36,0_2000,35456,422,0,2000,2018-07,2017,0.011902075812274367,4.220000000000001,354.56000000000006,2018,07
37,270_4500,0,0,270,4500,2018-07,2017,,0.0,0.0,2018,07
38,315_4500,0,0,315,4500,2018-07,2017,,0.0,0.0,2018,07
39,225_3500,2280,1397,225,3500,2018-07,2017,0.612719298245614,13.970000000000002,22.800000000000004,2018,07
40,90_4000,20,12,90,4000,2018-07,2017,0.6,0.12000000000000002,0.20000000000000004,2018,07
41,270_2000,35246,136,270,2000,2018-07,2017,0.003858593882993815,1.3600000000000003,352.4600000000001,2018,07
42,315_1500,63820,1,315,1500,2018-07,2017,1.5669069257286116e-05,0.010000000000000002,638.2000000000002,2018,07
43,180_2000,33139,362,180,2000,2018-07,2017,0.010923685084039953,3.6200000000000006,331.39000000000004,2018,07
44,180_4500,0,0,180,4500,2018-07,2017,,0.0,0.0,2018,07
45,45_3500,3164,2460,45,3500,2018-07,2017,0.7774968394437421,24.600000000000005,31.640000000000008,2018,07
46,0_1500,65477,0,0,1500,2018-07,2017,0.0,0.0,654.7700000000001,2018,07
47,270_1500,49944,0,270,1500,2018-07,2017,0.0,0.0,499.4400000000001,2018,07
48,90_3500,2915,2130,90,3500,2018-07,2017,0.7307032590051458,21.300000000000004,29.150000000000006,2018,07
49,135_3500,2452,1846,135,3500,2018-07,2017,0.7528548123980424,18.460000000000004,24.520000000000003,2018,07
50,315_3000,15789,7208,315,3000,2018-07,2017,0.456520362277535,72.08000000000001,157.89000000000004,2018,07
51,0_3000,15932,10009,0,3000,2018-07,2017,0.6282324880743159,100.09000000000002,159.32000000000002,2018,07
52,225_2000,27108,154,225,2000,2018-07,2017,0.005680979784565442,1.5400000000000003,271.08000000000004,2018,07
53,270_3000,14820,5403,270,3000,2018-07,2017,0.3645748987854251,54.03000000000001,148.20000000000002,2018,07
54,45_4000,7,5,45,4000,2018-07,2017,0.7142857142857143,0.05000000000000001,0.07,2018,07
55,225_4500,0,0,225,4500,2018-07,2017,,0.0,0.0,2018,07
0,180_3000,11089,6072,180,3000,2020-08,2020,0.547569663630625,60.72000000000001,110.89000000000001,2020,08
1,45_2500,26276,5491,45,2500,2020-08,2020,0.20897396864058457,54.91000000000001,262.76000000000005,2020,08
2,0_2500,26644,4982,0,2500,2020-08,2020,0.186983936345894,49.82000000000001,266.44000000000005,2020,08
3,180_1500,60409,0,180,1500,2020-08,2020,0.0,0.0,604.0900000000001,2020,08
4,135_2000,35129,195,135,2000,2020-08,2020,0.005550969284636625,1.9500000000000004,351.2900000000001,2020,08
5,0_4000,20,19,0,4000,2020-08,2020,0.95,0.19000000000000003,0.20000000000000004,2020,08
6,225_3000,12675,6677,225,3000,2020-08,2020,0.5267850098619329,66.77000000000001,126.75000000000003,2020,08
7,315_4000,25,24,315,4000,2020-08,2020,0.96,0.24000000000000005,0.25000000000000006,2020,08
8,135_4500,0,0,135,4500,2020-08,2020,,0.0,0.0,2020,08
9,90_4500,0,0,90,4500,2020-08,2020,,0.0,0.0,2020,08
10,225_1500,46051,0,225,1500,2020-08,2020,0.0,0.0,460.5100000000001,2020,08
11,90_2000,34105,288,90,2000,2020-08,2020,0.008444509602697551,2.880000000000001,341.05000000000007,2020,08
12,270_2500,30397,3152,270,2500,2020-08,2020,0.10369444353061158,31.520000000000007,303.9700000000001,2020,08
13,315_2500,30520,3871,315,2500,2020-08,2020,0.1268348623853211,38.71000000000001,305.20000000000005,2020,08
14,45_3000,14562,8007,45,3000,2020-08,2020,0.549855789039967,80.07000000000002,145.62000000000003,2020,08
15,270_4000,15,13,270,4000,2020-08,2020,0.8666666666666667,0.13000000000000003,0.15000000000000002,2020,08
16,180_4000,14,12,180,4000,2020-08,2020,0.8571428571428571,0.12000000000000002,0.14,2020,08
17,45_1500,51376,1,45,1500,2020-08,2020,1.9464341326689506e-05,0.010000000000000002,513.7600000000001,2020,08
18,180_2500,23532,4922,180,2500,2020-08,2020,0.2091619921808601,49.22000000000001,235.32000000000005,2020,08
19,135_1500,59707,1,135,1500,2020-08,2020,1.67484549550304e-05,0.010000000000000002,597.0700000000002,2020,08
20,0_3500,3387,2967,0,3500,2020-08,2020,0.8759964570416298,29.670000000000005,33.870000000000005,2020,08
21,225_4000,9,5,225,4000,2020-08,2020,0.5555555555555556,0.05000000000000001,0.09000000000000002,2020,08
22,90_1500,49408,0,90,1500,2020-08,2020,0.0,0.0,494.0800000000001,2020,08
23,135_3000,12382,5685,135,3000,2020-08,2020,0.4591342271038604,56.85000000000001,123.82000000000002,2020,08
24,45_4500,0,0,45,4500,2020-08,2020,,0.0,0.0,2020,08
25,225_2500,22701,3854,225,2500,2020-08,2020,0.16977225672877846,38.540000000000006,227.01000000000005,2020,08
26,270_3500,2746,1996,270,3500,2020-08,2020,0.7268754552075747,19.960000000000004,27.460000000000004,2020,08
27,315_3500,3532,2816,315,3500,2020-08,2020,0.797281993204983,28.160000000000004,35.32000000000001,2020,08
28,45_2000,32185,315,45,2000,2020-08,2020,0.009787167935373622,3.150000000000001,321.8500000000001,2020,08
29,90_3000,13201,5209,90,3000,2020-08,2020,0.39459131883948184,52.09000000000001,132.01000000000002,2020,08
30,180_3500,2232,1536,180,3500,2020-08,2020,0.6881720430107527,15.360000000000003,22.320000000000004,2020,08
31,0_4500,0,0,0,4500,2020-08,2020,,0.0,0.0,2020,08
32,135_4000,14,9,135,4000,2020-08,2020,0.6428571428571429,0.09000000000000002,0.14,2020,08
33,90_2500,27594,4035,90,2500,2020-08,2020,0.14622744074798869,40.35000000000001,275.94000000000005,2020,08
34,135_2500,26251,4591,135,2500,2020-08,2020,0.17488857567330768,45.91000000000001,262.51000000000005,2020,08
35,315_2000,39226,173,315,2000,2020-08,2020,0.004410340080558813,1.7300000000000004,392.2600000000001,2020,08
36,0_2000,35456,221,0,2000,2020-08,2020,0.00623307761732852,2.2100000000000004,354.56000000000006,2020,08
37,270_4500,0,0,270,4500,2020-08,2020,,0.0,0.0,2020,08
38,315_4500,0,0,315,4500,2020-08,2020,,0.0,0.0,2020,08
39,225_3500,2280,1669,225,3500,2020-08,2020,0.7320175438596491,16.690000000000005,22.800000000000004,2020,08
40,90_4000,20,12,90,4000,2020-08,2020,0.6,0.12000000000000002,0.20000000000000004,2020,08
41,270_2000,35246,113,270,2000,2020-08,2020,0.0032060375645463317,1.1300000000000001,352.4600000000001,2020,08
42,315_1500,63820,0,315,1500,2020-08,2020,0.0,0.0,638.2000000000002,2020,08
43,180_2000,33139,199,180,2000,2020-08,2020,0.006005009203657322,1.9900000000000004,331.39000000000004,2020,08
44,180_4500,0,0,180,4500,2020-08,2020,,0.0,0.0,2020,08
45,45_3500,3164,2455,45,3500,2020-08,2020,0.7759165613147914,24.550000000000004,31.640000000000008,2020,08
46,0_1500,65477,0,0,1500,2020-08,2020,0.0,0.0,654.7700000000001,2020,08
47,270_1500,49944,0,270,1500,2020-08,2020,0.0,0.0,499.4400000000001,2020,08
48,90_3500,2915,2048,90,3500,2020-08,2020,0.7025728987993138,20.480000000000004,29.150000000000006,2020,08
49,135_3500,2452,1768,135,3500,2020-08,2020,0.7210440456769984,17.680000000000003,24.520000000000003,2020,08
50,315_3000,15789,8468,315,3000,2020-08,2020,0.5363227563493571,84.68000000000002,157.89000000000004,2020,08
51,0_3000,15932,10542,0,3000,2020-08,2020,0.6616871704745168,105.42000000000002,159.32000000000002,2020,08
52,225_2000,27108,116,225,2000,2020-08,2020,0.004279179577984358,1.1600000000000001,271.08000000000004,2020,08
53,270_3000,14820,6644,270,3000,2020-08,2020,0.4483130904183536,66.44000000000001,148.20000000000002,2020,08
54,45_4000,7,5,45,4000,2020-08,2020,0.7142857142857143,0.05000000000000001,0.07,2020,08
55,225_4500,0,0,225,4500,2020-08,2020,,0.0,0.0,2020,08
0,180_3000,11089,5487,180,3000,2020-09,2020,0.49481468121561906,54.87000000000001,110.89000000000001,2020,09
1,45_2500,26276,6917,45,2500,2020-09,2020,0.2632440249657482,69.17000000000002,262.76000000000005,2020,09
2,0_2500,26644,5546,0,2500,2020-09,2020,0.2081519291397688,55.46000000000001,266.44000000000005,2020,09
3,180_1500,60409,61,180,1500,2020-09,2020,0.0010097833104338756,0.6100000000000001,604.0900000000001,2020,09
4,135_2000,35129,664,135,2000,2020-09,2020,0.018901762076916507,6.6400000000000015,351.2900000000001,2020,09
5,0_4000,20,20,0,4000,2020-09,2020,1.0,0.20000000000000004,0.20000000000000004,2020,09
6,225_3000,12675,5265,225,3000,2020-09,2020,0.4153846153846154,52.65000000000001,126.75000000000003,2020,09
7,315_4000,25,23,315,4000,2020-09,2020,0.92,0.23000000000000004,0.25000000000000006,2020,09
8,135_4500,0,0,135,4500,2020-09,2020,,0.0,0.0,2020,09
9,90_4500,0,0,90,4500,2020-09,2020,,0.0,0.0,2020,09
10,225_1500,46051,27,225,1500,2020-09,2020,0.0005863064862869428,0.2700000000000001,460.5100000000001,2020,09
11,90_2000,34105,788,90,2000,2020-09,2020,0.023105116551825247,7.880000000000002,341.05000000000007,2020,09
12,270_2500,30397,4925,270,2500,2020-09,2020,0.16202256801658058,49.25000000000001,303.9700000000001,2020,09
13,315_2500,30520,4859,315,2500,2020-09,2020,0.15920707732634337,48.59000000000001,305.20000000000005,2020,09
14,45_3000,14562,6889,45,3000,2020-09,2020,0.473080620793847,68.89000000000001,145.62000000000003,2020,09
15,270_4000,15,15,270,4000,2020-09,2020,1.0,0.15000000000000002,0.15000000000000002,2020,09
16,180_4000,14,13,180,4000,2020-09,2020,0.9285714285714286,0.13000000000000003,0.14,2020,09
17,45_1500,51376,56,45,1500,2020-09,2020,0.0010900031142946122,0.56,513.7600000000001,2020,09
18,180_2500,23532,5460,180,2500,2020-09,2020,0.23202447730749617,54.60000000000001,235.32000000000005,2020,09
19,135_1500,59707,59,135,1500,2020-09,2020,0.0009881588423467935,0.5900000000000001,597.0700000000002,2020,09
20,0_3500,3387,2972,0,3500,2020-09,2020,0.8774726896958961,29.720000000000006,33.870000000000005,2020,09
21,225_4000,9,6,225,4000,2020-09,2020,0.6666666666666666,0.06000000000000001,0.09000000000000002,2020,09
22,90_1500,49408,38,90,1500,2020-09,2020,0.0007691062176165803,0.38000000000000006,494.0800000000001,2020,09
23,135_3000,12382,6154,135,3000,2020-09,2020,0.4970117913099661,61.54000000000001,123.82000000000002,2020,09
24,45_4500,0,0,45,4500,2020-09,2020,,0.0,0.0,2020,09
25,225_2500,22701,4755,225,2500,2020-09,2020,0.20946213823179596,47.55000000000001,227.01000000000005,2020,09
26,270_3500,2746,1858,270,3500,2020-09,2020,0.6766205389657683,18.580000000000002,27.460000000000004,2020,09
27,315_3500,3532,2766,315,3500,2020-09,2020,0.7831257078142695,27.660000000000004,35.32000000000001,2020,09
28,45_2000,32185,745,45,2000,2020-09,2020,0.023147428926518564,7.450000000000001,321.8500000000001,2020,09
29,90_3000,13201,5390,90,3000,2020-09,2020,0.4083024013332323,53.90000000000001,132.01000000000002,2020,09
30,180_3500,2232,1483,180,3500,2020-09,2020,0.6644265232974911,14.830000000000004,22.320000000000004,2020,09
31,0_4500,0,0,0,4500,2020-09,2020,,0.0,0.0,2020,09
32,135_4000,14,13,135,4000,2020-09,2020,0.9285714285714286,0.13000000000000003,0.14,2020,09
33,90_2500,27594,5811,90,2500,2020-09,2020,0.210589258534464,58.110000000000014,275.94000000000005,2020,09
34,135_2500,26251,6032,135,2500,2020-09,2020,0.22978172260104376,60.320000000000014,262.51000000000005,2020,09
35,315_2000,39226,663,315,2000,2020-09,2020,0.016902054759598224,6.630000000000002,392.2600000000001,2020,09
36,0_2000,35456,652,0,2000,2020-09,2020,0.01838898916967509,6.520000000000001,354.56000000000006,2020,09
37,270_4500,0,0,270,4500,2020-09,2020,,0.0,0.0,2020,09
38,315_4500,0,0,315,4500,2020-09,2020,,0.0,0.0,2020,09
39,225_3500,2280,1388,225,3500,2020-09,2020,0.6087719298245614,13.880000000000003,22.800000000000004,2020,09
40,90_4000,20,15,90,4000,2020-09,2020,0.75,0.15000000000000002,0.20000000000000004,2020,09
41,270_2000,35246,739,270,2000,2020-09,2020,0.020966918231856098,7.3900000000000015,352.4600000000001,2020,09
42,315_1500,63820,21,315,1500,2020-09,2020,0.00032905045440300844,0.21000000000000005,638.2000000000002,2020,09
43,180_2000,33139,623,180,2000,2020-09,2020,0.018799601677781465,6.230000000000001,331.39000000000004,2020,09
44,180_4500,0,0,180,4500,2020-09,2020,,0.0,0.0,2020,09
45,45_3500,3164,2531,45,3500,2020-09,2020,0.799936788874842,25.310000000000006,31.640000000000008,2020,09
46,0_1500,65477,36,0,1500,2020-09,2020,0.0005498113841501596,0.3600000000000001,654.7700000000001,2020,09
47,270_1500,49944,22,270,1500,2020-09,2020,0.00044049335255486147,0.22000000000000003,499.4400000000001,2020,09
48,90_3500,2915,2174,90,3500,2020-09,2020,0.7457975986277873,21.740000000000006,29.150000000000006,2020,09
49,135_3500,2452,1900,135,3500,2020-09,2020,0.7748776508972267,19.000000000000004,24.520000000000003,2020,09
50,315_3000,15789,6622,315,3000,2020-09,2020,0.41940591551079864,66.22000000000001,157.89000000000004,2020,09
51,0_3000,15932,8484,0,3000,2020-09,2020,0.5325131810193322,84.84000000000002,159.32000000000002,2020,09
52,225_2000,27108,614,225,2000,2020-09,2020,0.022650140180020657,6.1400000000000015,271.08000000000004,2020,09
53,270_3000,14820,5585,270,3000,2020-09,2020,0.37685560053981104,55.85000000000001,148.20000000000002,2020,09
54,45_4000,7,7,45,4000,2020-09,2020,1.0,0.07,0.07,2020,09
55,225_4500,0,0,225,4500,2020-09,2020,,0.0,0.0,2020,09
0,180_3000,11089,9767,180,3000,2020-10,2020,0.8807827576877987,97.67000000000002,110.89000000000001,2020,10
1,45_2500,26276,20780,45,2500,2020-10,2020,0.7908357436443904,207.80000000000004,262.76000000000005,2020,10
2,0_2500,26644,21197,0,2500,2020-10,2020,0.7955637291697943,211.97000000000003,266.44000000000005,2020,10
3,180_1500,60409,1249,180,1500,2020-10,2020,0.020675727126752638,12.490000000000002,604.0900000000001,2020,10
4,135_2000,35129,8195,135,2000,2020-10,2020,0.23328304250049817,81.95000000000002,351.2900000000001,2020,10
5,0_4000,20,19,0,4000,2020-10,2020,0.95,0.19000000000000003,0.20000000000000004,2020,10
6,225_3000,12675,11624,225,3000,2020-10,2020,0.9170808678500986,116.24000000000002,126.75000000000003,2020,10
7,315_4000,25,21,315,4000,2020-10,2020,0.84,0.21000000000000005,0.25000000000000006,2020,10
8,135_4500,0,0,135,4500,2020-10,2020,,0.0,0.0,2020,10
9,90_4500,0,0,90,4500,2020-10,2020,,0.0,0.0,2020,10
10,225_1500,46051,1180,225,1500,2020-10,2020,0.025623764956244164,11.800000000000002,460.5100000000001,2020,10
11,90_2000,34105,9904,90,2000,2020-10,2020,0.29039730244832135,99.04000000000002,341.05000000000007,2020,10
